,Program,Year,Period,Geo_Level,State,County,Commodity,Data_Item,Domain,Domain Category,Value,CV_(%)
92,CENSUS,2017,YEAR,COUNTY,ALABAMA,LAMAR,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,5,(H)
94,CENSUS,2017,YEAR,COUNTY,ALABAMA,LEE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,4,(H)
96,CENSUS,2017,YEAR,COUNTY,ALABAMA,PICKENS,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
98,CENSUS,2017,YEAR,COUNTY,ALABAMA,RANDOLPH,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,(H)
100,CENSUS,2017,YEAR,COUNTY,ALABAMA,SHELBY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,17,(H)
102,CENSUS,2017,YEAR,COUNTY,ALABAMA,TALLADEGA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,(H)
104,CENSUS,2017,YEAR,COUNTY,ALABAMA,TALLAPOOSA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,11,(H)
106,CENSUS,2017,YEAR,COUNTY,ALABAMA,TUSCALOOSA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,23,(H)
108,CENSUS,2017,YEAR,COUNTY,ALABAMA,WALKER,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,(H)
110,CENSUS,2017,YEAR,COUNTY,ALABAMA,BARBOUR,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
112,CENSUS,2017,YEAR,COUNTY,ALABAMA,COFFEE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,12,(H)
114,CENSUS,2017,YEAR,COUNTY,ALABAMA,COVINGTON,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,12,(H)
116,CENSUS,2017,YEAR,COUNTY,ALABAMA,CRENSHAW,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,14,(H)
118,CENSUS,2017,YEAR,COUNTY,ALABAMA,DALE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,13,(H)
120,CENSUS,2017,YEAR,COUNTY,ALABAMA,GENEVA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,(H)
122,CENSUS,2017,YEAR,COUNTY,ALABAMA,HENRY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,(H)
124,CENSUS,2017,YEAR,COUNTY,ALABAMA,HOUSTON,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,17,(H)
126,CENSUS,2017,YEAR,COUNTY,ALABAMA,PIKE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,(H)
128,CENSUS,2017,YEAR,COUNTY,ALABAMA,RUSSELL,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
130,CENSUS,2017,YEAR,COUNTY,ALASKA,KENAI PENINSULA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,24,4.1
132,CENSUS,2017,YEAR,COUNTY,ALASKA,ANCHORAGE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,33,(L)
134,CENSUS,2017,YEAR,COUNTY,ALASKA,FAIRBANKS NORTH STAR,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,29,4.1
136,CENSUS,2017,YEAR,COUNTY,ARIZONA,APACHE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,62.7
138,CENSUS,2017,YEAR,COUNTY,ARIZONA,COCONINO,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,62.7
140,CENSUS,2017,YEAR,COUNTY,ARIZONA,GILA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,62.7
142,CENSUS,2017,YEAR,COUNTY,ARIZONA,MOHAVE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,62.7
144,CENSUS,2017,YEAR,COUNTY,ARIZONA,NAVAJO,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,4,62.7
146,CENSUS,2017,YEAR,COUNTY,ARIZONA,YAVAPAI,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,21,62.7
148,CENSUS,2017,YEAR,COUNTY,ARIZONA,COCHISE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,62.7
150,CENSUS,2017,YEAR,COUNTY,ARIZONA,GRAHAM,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,62.7
152,CENSUS,2017,YEAR,COUNTY,ARIZONA,LAPAZ,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,62.7
154,CENSUS,2017,YEAR,COUNTY,ARIZONA,MARICOPA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,52,62.7
156,CENSUS,2017,YEAR,COUNTY,ARIZONA,PIMA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,17,62.7
158,CENSUS,2017,YEAR,COUNTY,ARIZONA,PINAL,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,18,62.7
160,CENSUS,2017,YEAR,COUNTY,ARIZONA,SANTA CRUZ,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,5,62.7
162,CENSUS,2017,YEAR,COUNTY,ARIZONA,YUMA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,62.7
164,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CONWAY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,10,(H)
166,CENSUS,2017,YEAR,COUNTY,ARKANSAS,FAULKNER,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,17,(H)
168,CENSUS,2017,YEAR,COUNTY,ARKANSAS,GARLAND,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,11,(H)
170,CENSUS,2017,YEAR,COUNTY,ARKANSAS,HOT SPRING,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,11,(H)
172,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PERRY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
174,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PULASKI,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,(H)
176,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SALINE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,10,(H)
178,CENSUS,2017,YEAR,COUNTY,ARKANSAS,ARKANSAS,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
180,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CRITTENDEN,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,(H)
182,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CROSS,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,(H)
184,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LONOKE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,(H)
186,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PRAIRIE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,(H)
188,CENSUS,2017,YEAR,COUNTY,ARKANSAS,WOODRUFF,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,(H)
190,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BAXTER,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,(H)
192,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLEBURNE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,(H)
194,CENSUS,2017,YEAR,COUNTY,ARKANSAS,FULTON,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,20,(H)
196,CENSUS,2017,YEAR,COUNTY,ARKANSAS,IZARD,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,4,(H)
198,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MARION,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,18,(H)
200,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SEARCY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,5,(H)
202,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SHARP,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,(H)
204,CENSUS,2017,YEAR,COUNTY,ARKANSAS,STONE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,(H)
206,CENSUS,2017,YEAR,COUNTY,ARKANSAS,VAN BUREN,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
208,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLAY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,(H)
210,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CRAIGHEAD,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,(H)
212,CENSUS,2017,YEAR,COUNTY,ARKANSAS,GREENE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
214,CENSUS,2017,YEAR,COUNTY,ARKANSAS,INDEPENDENCE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,(H)
216,CENSUS,2017,YEAR,COUNTY,ARKANSAS,JACKSON,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
218,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LAWRENCE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,(H)
220,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MISSISSIPPI,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
222,CENSUS,2017,YEAR,COUNTY,ARKANSAS,POINSETT,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
224,CENSUS,2017,YEAR,COUNTY,ARKANSAS,RANDOLPH,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,12,(H)
226,CENSUS,2017,YEAR,COUNTY,ARKANSAS,WHITE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,(H)
228,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BENTON,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,33,(H)
230,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BOONE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,15,(H)
232,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CARROLL,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,12,(H)
234,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MADISON,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,27,(H)
236,CENSUS,2017,YEAR,COUNTY,ARKANSAS,NEWTON,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
238,CENSUS,2017,YEAR,COUNTY,ARKANSAS,WASHINGTON,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,40,(H)
240,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BRADLEY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
242,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CALHOUN,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,(H)
244,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLARK,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,(H)
246,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLEVELAND,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,(H)
248,CENSUS,2017,YEAR,COUNTY,ARKANSAS,COLUMBIA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
250,CENSUS,2017,YEAR,COUNTY,ARKANSAS,NEVADA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,14,(H)
252,CENSUS,2017,YEAR,COUNTY,ARKANSAS,UNION,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
254,CENSUS,2017,YEAR,COUNTY,ARKANSAS,ASHLEY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,(H)
256,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CHICOT,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
258,CENSUS,2017,YEAR,COUNTY,ARKANSAS,DESHA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,(H)
260,CENSUS,2017,YEAR,COUNTY,ARKANSAS,DREW,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
262,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LINCOLN,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,(H)
264,CENSUS,2017,YEAR,COUNTY,ARKANSAS,HEMPSTEAD,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,(H)
266,CENSUS,2017,YEAR,COUNTY,ARKANSAS,HOWARD,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,(H)
268,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LITTLE RIVER,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,(H)
270,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MILLER,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,14,(H)
272,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MONTGOMERY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,10,(H)
274,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PIKE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
276,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SEVIER,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
278,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CRAWFORD,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,14,(H)
280,CENSUS,2017,YEAR,COUNTY,ARKANSAS,FRANKLIN,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,14,(H)
282,CENSUS,2017,YEAR,COUNTY,ARKANSAS,JOHNSON,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,12,(H)
284,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LOGAN,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,13,(H)
286,CENSUS,2017,YEAR,COUNTY,ARKANSAS,POLK,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,11,(H)
288,CENSUS,2017,YEAR,COUNTY,ARKANSAS,POPE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,15,(H)
290,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SCOTT,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,(H)
292,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SEBASTIAN,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,21,(H)
294,CENSUS,2017,YEAR,COUNTY,ARKANSAS,YELL,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,16,(H)
296,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,ALAMEDA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,16,73.2
298,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,CONTRA COSTA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,19,73.2
300,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,LAKE,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,73.2
302,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,MARIN,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,32,73.2
304,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,MONTEREY,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,73.2
306,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,NAPA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,47,73.2
308,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SAN BENITO,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,4,73.2
310,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SAN FRANCISCO,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,73.2
312,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SAN LUIS OBISPO,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,11,73.2
314,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SAN MATEO,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,21,73.2
316,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SANTA CLARA,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,27,73.2
