,Program,Year,Period,Geo_Level,State,County,Commodity,Data_Item,Domain,Domain Category,Value,CV_(%)
69,CENSUS,2017,YEAR,COUNTY,ALABAMA,LIMESTONE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15451,30.5
71,CENSUS,2017,YEAR,COUNTY,ALABAMA,MADISON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,51709,30.5
73,CENSUS,2017,YEAR,COUNTY,ALABAMA,MARION,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,455,30.5
77,CENSUS,2017,YEAR,COUNTY,ALABAMA,WINSTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2843,30.5
79,CENSUS,2017,YEAR,COUNTY,ALABAMA,BIBB,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1092,30.5
81,CENSUS,2017,YEAR,COUNTY,ALABAMA,CHAMBERS,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2020,30.5
83,CENSUS,2017,YEAR,COUNTY,ALABAMA,CHILTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,780,30.5
85,CENSUS,2017,YEAR,COUNTY,ALABAMA,CLAY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3080,30.5
89,CENSUS,2017,YEAR,COUNTY,ALABAMA,FAYETTE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3775,30.5
91,CENSUS,2017,YEAR,COUNTY,ALABAMA,JEFFERSON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3272,30.5
93,CENSUS,2017,YEAR,COUNTY,ALABAMA,LAMAR,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1160,30.5
95,CENSUS,2017,YEAR,COUNTY,ALABAMA,LEE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2000,30.5
97,CENSUS,2017,YEAR,COUNTY,ALABAMA,PICKENS,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1460,30.5
99,CENSUS,2017,YEAR,COUNTY,ALABAMA,RANDOLPH,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2599,30.5
101,CENSUS,2017,YEAR,COUNTY,ALABAMA,SHELBY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,6154,30.5
103,CENSUS,2017,YEAR,COUNTY,ALABAMA,TALLADEGA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,24025,30.5
107,CENSUS,2017,YEAR,COUNTY,ALABAMA,TUSCALOOSA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,9690,30.5
109,CENSUS,2017,YEAR,COUNTY,ALABAMA,WALKER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2566,30.5
111,CENSUS,2017,YEAR,COUNTY,ALABAMA,BARBOUR,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,940,30.5
113,CENSUS,2017,YEAR,COUNTY,ALABAMA,COFFEE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1061,30.5
115,CENSUS,2017,YEAR,COUNTY,ALABAMA,COVINGTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3895,30.5
117,CENSUS,2017,YEAR,COUNTY,ALABAMA,CRENSHAW,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1615,30.5
119,CENSUS,2017,YEAR,COUNTY,ALABAMA,DALE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2561,30.5
121,CENSUS,2017,YEAR,COUNTY,ALABAMA,GENEVA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,5990,30.5
123,CENSUS,2017,YEAR,COUNTY,ALABAMA,HENRY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1230,30.5
125,CENSUS,2017,YEAR,COUNTY,ALABAMA,HOUSTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2595,30.5
127,CENSUS,2017,YEAR,COUNTY,ALABAMA,PIKE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,11972,30.5
129,CENSUS,2017,YEAR,COUNTY,ALABAMA,RUSSELL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,125,30.5
131,CENSUS,2017,YEAR,COUNTY,ALASKA,KENAI PENINSULA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,10890,5
133,CENSUS,2017,YEAR,COUNTY,ALASKA,ANCHORAGE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,12225,(L)
135,CENSUS,2017,YEAR,COUNTY,ALASKA,FAIRBANKS NORTH STAR,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,7955,5
137,CENSUS,2017,YEAR,COUNTY,ARIZONA,APACHE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,370,18.7
143,CENSUS,2017,YEAR,COUNTY,ARIZONA,MOHAVE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,900,18.7
145,CENSUS,2017,YEAR,COUNTY,ARIZONA,NAVAJO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3520,18.7
147,CENSUS,2017,YEAR,COUNTY,ARIZONA,YAVAPAI,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,10494,18.7
149,CENSUS,2017,YEAR,COUNTY,ARIZONA,COCHISE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2380,18.7
155,CENSUS,2017,YEAR,COUNTY,ARIZONA,MARICOPA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,635078,18.7
157,CENSUS,2017,YEAR,COUNTY,ARIZONA,PIMA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,68584,18.7
159,CENSUS,2017,YEAR,COUNTY,ARIZONA,PINAL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,56639,18.7
161,CENSUS,2017,YEAR,COUNTY,ARIZONA,SANTA CRUZ,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,610,18.7
163,CENSUS,2017,YEAR,COUNTY,ARIZONA,YUMA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,128192,18.7
165,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CONWAY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1278,4.9
167,CENSUS,2017,YEAR,COUNTY,ARKANSAS,FAULKNER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,12189,4.9
169,CENSUS,2017,YEAR,COUNTY,ARKANSAS,GARLAND,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,10430,4.9
171,CENSUS,2017,YEAR,COUNTY,ARKANSAS,HOT SPRING,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1988,4.9
173,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PERRY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,656,4.9
175,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PULASKI,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,11381,4.9
185,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LONOKE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3049,4.9
191,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BAXTER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,864,4.9
193,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLEBURNE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,617,4.9
195,CENSUS,2017,YEAR,COUNTY,ARKANSAS,FULTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3150,4.9
197,CENSUS,2017,YEAR,COUNTY,ARKANSAS,IZARD,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,204,4.9
199,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MARION,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4624,4.9
201,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SEARCY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,199,4.9
207,CENSUS,2017,YEAR,COUNTY,ARKANSAS,VAN BUREN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,125,4.9
209,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLAY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1913,4.9
213,CENSUS,2017,YEAR,COUNTY,ARKANSAS,GREENE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1090,4.9
219,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LAWRENCE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,817,4.9
225,CENSUS,2017,YEAR,COUNTY,ARKANSAS,RANDOLPH,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,44372,4.9
227,CENSUS,2017,YEAR,COUNTY,ARKANSAS,WHITE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,339,4.9
229,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BENTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13882,4.9
231,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BOONE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3717,4.9
233,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CARROLL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1140,4.9
235,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MADISON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4362,4.9
239,CENSUS,2017,YEAR,COUNTY,ARKANSAS,WASHINGTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,5001,4.9
241,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BRADLEY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,513,4.9
245,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLARK,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,540,4.9
249,CENSUS,2017,YEAR,COUNTY,ARKANSAS,COLUMBIA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,152,4.9
251,CENSUS,2017,YEAR,COUNTY,ARKANSAS,NEVADA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,385,4.9
255,CENSUS,2017,YEAR,COUNTY,ARKANSAS,ASHLEY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2638,4.9
257,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CHICOT,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,45,4.9
263,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LINCOLN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2872,4.9
265,CENSUS,2017,YEAR,COUNTY,ARKANSAS,HEMPSTEAD,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,821,4.9
267,CENSUS,2017,YEAR,COUNTY,ARKANSAS,HOWARD,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1174,4.9
273,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MONTGOMERY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,624,4.9
279,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CRAWFORD,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1508,4.9
281,CENSUS,2017,YEAR,COUNTY,ARKANSAS,FRANKLIN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,6138,4.9
283,CENSUS,2017,YEAR,COUNTY,ARKANSAS,JOHNSON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4422,4.9
285,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LOGAN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2503,4.9
287,CENSUS,2017,YEAR,COUNTY,ARKANSAS,POLK,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1540,4.9
289,CENSUS,2017,YEAR,COUNTY,ARKANSAS,POPE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4717,4.9
293,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SEBASTIAN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1218,4.9
295,CENSUS,2017,YEAR,COUNTY,ARKANSAS,YELL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3916,4.9
299,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,CONTRA COSTA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,130448,37.3
301,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,LAKE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,6906,37.3
303,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,MARIN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,7342,37.3
307,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,NAPA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,7073,37.3
309,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SAN BENITO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,794,37.3
313,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SAN LUIS OBISPO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,10722,37.3
315,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SAN MATEO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,24140,37.3
317,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SANTA CLARA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,53743,37.3
319,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SANTA CRUZ,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1267,37.3
321,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SONOMA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,29982,37.3
323,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,LASSEN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,520,37.3
325,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,MODOC,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,326,37.3
327,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,PLUMAS,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,640,37.3
329,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,HUMBOLDT,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,18169,37.3
331,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,MENDOCINO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,12826,37.3
333,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,BUTTE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,76827,37.3
339,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SACRAMENTO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,232343,37.3
341,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SOLANO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,23553,37.3
343,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SUTTER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,115378,37.3
345,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,TEHAMA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,53914,37.3
347,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,YOLO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,149671,37.3
349,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,YUBA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2360,37.3
351,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,FRESNO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1087821,37.3
353,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,KERN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1675284,37.3
357,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,MADERA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,354803,37.3
359,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,MERCED,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1197159,37.3
361,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SAN JOAQUIN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,44792,37.3
363,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,STANISLAUS,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,357080,37.3
365,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,TULARE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3668077,37.3
369,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,AMADOR,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1754,37.3
371,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,CALAVERAS,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,9278,37.3
373,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,EL DORADO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,11060,37.3
379,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,NEVADA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,19194,37.3
381,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,PLACER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,66174,37.3
383,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,TUOLUMNE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,8048,37.3
385,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SHASTA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,224346,37.3
387,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SISKIYOU,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4959,37.3
389,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,TRINITY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4454,37.3
391,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,IMPERIAL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1109124,37.3
393,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,LOS ANGELES,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,131800,37.3
397,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,RIVERSIDE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1364035,37.3
399,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,SAN BERNARDINO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,102154,37.3
