,Program,Year,Period,Geo_Level,State,County,Commodity,Data_Item,Domain,Domain Category,Value,CV_(%)
31,CENSUS,2017,YEAR,COUNTY,ALABAMA,CONECUH,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,129",30.5
33,CENSUS,2017,YEAR,COUNTY,ALABAMA,ESCAMBIA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,398",30.5
35,CENSUS,2017,YEAR,COUNTY,ALABAMA,MOBILE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,639",30.5
37,CENSUS,2017,YEAR,COUNTY,ALABAMA,MONROE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,516",30.5
39,CENSUS,2017,YEAR,COUNTY,ALABAMA,WASHINGTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,460",30.5
41,CENSUS,2017,YEAR,COUNTY,ALABAMA,BLOUNT,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,495",30.5
43,CENSUS,2017,YEAR,COUNTY,ALABAMA,CALHOUN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,316",30.5
45,CENSUS,2017,YEAR,COUNTY,ALABAMA,CHEROKEE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,610",30.5
47,CENSUS,2017,YEAR,COUNTY,ALABAMA,CLEBURNE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,760,30.5
49,CENSUS,2017,YEAR,COUNTY,ALABAMA,CULLMAN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,570",30.5
51,CENSUS,2017,YEAR,COUNTY,ALABAMA,DE KALB,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,115",30.5
53,CENSUS,2017,YEAR,COUNTY,ALABAMA,ETOWAH,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,256",30.5
55,CENSUS,2017,YEAR,COUNTY,ALABAMA,JACKSON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"21,423",30.5
57,CENSUS,2017,YEAR,COUNTY,ALABAMA,MARSHALL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,145",30.5
59,CENSUS,2017,YEAR,COUNTY,ALABAMA,SAINT CLAIR,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,910",30.5
61,CENSUS,2017,YEAR,COUNTY,ALABAMA,COLBERT,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,500,30.5
63,CENSUS,2017,YEAR,COUNTY,ALABAMA,FRANKLIN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,518,30.5
65,CENSUS,2017,YEAR,COUNTY,ALABAMA,LAUDERDALE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,645",30.5
67,CENSUS,2017,YEAR,COUNTY,ALABAMA,LAWRENCE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,960",30.5
69,CENSUS,2017,YEAR,COUNTY,ALABAMA,LIMESTONE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"15,451",30.5
71,CENSUS,2017,YEAR,COUNTY,ALABAMA,MADISON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"51,709",30.5
73,CENSUS,2017,YEAR,COUNTY,ALABAMA,MARION,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,455,30.5
75,CENSUS,2017,YEAR,COUNTY,ALABAMA,MORGAN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
77,CENSUS,2017,YEAR,COUNTY,ALABAMA,WINSTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,843",30.5
79,CENSUS,2017,YEAR,COUNTY,ALABAMA,BIBB,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,092",30.5
81,CENSUS,2017,YEAR,COUNTY,ALABAMA,CHAMBERS,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,020",30.5
83,CENSUS,2017,YEAR,COUNTY,ALABAMA,CHILTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,780,30.5
85,CENSUS,2017,YEAR,COUNTY,ALABAMA,CLAY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,080",30.5
87,CENSUS,2017,YEAR,COUNTY,ALABAMA,COOSA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
89,CENSUS,2017,YEAR,COUNTY,ALABAMA,FAYETTE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,775",30.5
91,CENSUS,2017,YEAR,COUNTY,ALABAMA,JEFFERSON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,272",30.5
93,CENSUS,2017,YEAR,COUNTY,ALABAMA,LAMAR,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,160",30.5
95,CENSUS,2017,YEAR,COUNTY,ALABAMA,LEE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,000",30.5
97,CENSUS,2017,YEAR,COUNTY,ALABAMA,PICKENS,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,460",30.5
99,CENSUS,2017,YEAR,COUNTY,ALABAMA,RANDOLPH,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,599",30.5
101,CENSUS,2017,YEAR,COUNTY,ALABAMA,SHELBY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,154",30.5
103,CENSUS,2017,YEAR,COUNTY,ALABAMA,TALLADEGA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"24,025",30.5
105,CENSUS,2017,YEAR,COUNTY,ALABAMA,TALLAPOOSA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
107,CENSUS,2017,YEAR,COUNTY,ALABAMA,TUSCALOOSA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,690",30.5
109,CENSUS,2017,YEAR,COUNTY,ALABAMA,WALKER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,566",30.5
111,CENSUS,2017,YEAR,COUNTY,ALABAMA,BARBOUR,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,940,30.5
113,CENSUS,2017,YEAR,COUNTY,ALABAMA,COFFEE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,061",30.5
115,CENSUS,2017,YEAR,COUNTY,ALABAMA,COVINGTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,895",30.5
117,CENSUS,2017,YEAR,COUNTY,ALABAMA,CRENSHAW,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,615",30.5
119,CENSUS,2017,YEAR,COUNTY,ALABAMA,DALE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,561",30.5
121,CENSUS,2017,YEAR,COUNTY,ALABAMA,GENEVA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,990",30.5
123,CENSUS,2017,YEAR,COUNTY,ALABAMA,HENRY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,230",30.5
125,CENSUS,2017,YEAR,COUNTY,ALABAMA,HOUSTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,595",30.5
127,CENSUS,2017,YEAR,COUNTY,ALABAMA,PIKE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,972",30.5
129,CENSUS,2017,YEAR,COUNTY,ALABAMA,RUSSELL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,125,30.5
131,CENSUS,2017,YEAR,COUNTY,ALASKA,KENAI PENINSULA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,890",5
133,CENSUS,2017,YEAR,COUNTY,ALASKA,ANCHORAGE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,225",(L)
135,CENSUS,2017,YEAR,COUNTY,ALASKA,FAIRBANKS NORTH STAR,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,955",5
137,CENSUS,2017,YEAR,COUNTY,ARIZONA,APACHE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,370,18.7
139,CENSUS,2017,YEAR,COUNTY,ARIZONA,COCONINO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
141,CENSUS,2017,YEAR,COUNTY,ARIZONA,GILA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
143,CENSUS,2017,YEAR,COUNTY,ARIZONA,MOHAVE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,900,18.7
145,CENSUS,2017,YEAR,COUNTY,ARIZONA,NAVAJO,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,520",18.7
147,CENSUS,2017,YEAR,COUNTY,ARIZONA,YAVAPAI,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,494",18.7
149,CENSUS,2017,YEAR,COUNTY,ARIZONA,COCHISE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,380",18.7
151,CENSUS,2017,YEAR,COUNTY,ARIZONA,GRAHAM,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
153,CENSUS,2017,YEAR,COUNTY,ARIZONA,LAPAZ,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
155,CENSUS,2017,YEAR,COUNTY,ARIZONA,MARICOPA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"635,078",18.7
157,CENSUS,2017,YEAR,COUNTY,ARIZONA,PIMA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"68,584",18.7
159,CENSUS,2017,YEAR,COUNTY,ARIZONA,PINAL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"56,639",18.7
161,CENSUS,2017,YEAR,COUNTY,ARIZONA,SANTA CRUZ,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,610,18.7
163,CENSUS,2017,YEAR,COUNTY,ARIZONA,YUMA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"128,192",18.7
165,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CONWAY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,278",4.9
167,CENSUS,2017,YEAR,COUNTY,ARKANSAS,FAULKNER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,189",4.9
169,CENSUS,2017,YEAR,COUNTY,ARKANSAS,GARLAND,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,430",4.9
171,CENSUS,2017,YEAR,COUNTY,ARKANSAS,HOT SPRING,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,988",4.9
173,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PERRY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,656,4.9
175,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PULASKI,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,381",4.9
177,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SALINE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
179,CENSUS,2017,YEAR,COUNTY,ARKANSAS,ARKANSAS,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
181,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CRITTENDEN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
183,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CROSS,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
185,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LONOKE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,049",4.9
187,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PRAIRIE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
189,CENSUS,2017,YEAR,COUNTY,ARKANSAS,WOODRUFF,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
191,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BAXTER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,864,4.9
193,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLEBURNE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,617,4.9
195,CENSUS,2017,YEAR,COUNTY,ARKANSAS,FULTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,150",4.9
197,CENSUS,2017,YEAR,COUNTY,ARKANSAS,IZARD,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,204,4.9
199,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MARION,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,624",4.9
201,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SEARCY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,199,4.9
203,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SHARP,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
205,CENSUS,2017,YEAR,COUNTY,ARKANSAS,STONE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
207,CENSUS,2017,YEAR,COUNTY,ARKANSAS,VAN BUREN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,125,4.9
209,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLAY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,913",4.9
211,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CRAIGHEAD,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
213,CENSUS,2017,YEAR,COUNTY,ARKANSAS,GREENE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,090",4.9
215,CENSUS,2017,YEAR,COUNTY,ARKANSAS,INDEPENDENCE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
217,CENSUS,2017,YEAR,COUNTY,ARKANSAS,JACKSON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
219,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LAWRENCE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,817,4.9
221,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MISSISSIPPI,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
223,CENSUS,2017,YEAR,COUNTY,ARKANSAS,POINSETT,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
225,CENSUS,2017,YEAR,COUNTY,ARKANSAS,RANDOLPH,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"44,372",4.9
227,CENSUS,2017,YEAR,COUNTY,ARKANSAS,WHITE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,339,4.9
229,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BENTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"13,882",4.9
231,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BOONE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,717",4.9
233,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CARROLL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,140",4.9
235,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MADISON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,362",4.9
237,CENSUS,2017,YEAR,COUNTY,ARKANSAS,NEWTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
239,CENSUS,2017,YEAR,COUNTY,ARKANSAS,WASHINGTON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,001",4.9
241,CENSUS,2017,YEAR,COUNTY,ARKANSAS,BRADLEY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,513,4.9
243,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CALHOUN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
245,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLARK,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,540,4.9
247,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CLEVELAND,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
249,CENSUS,2017,YEAR,COUNTY,ARKANSAS,COLUMBIA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,152,4.9
251,CENSUS,2017,YEAR,COUNTY,ARKANSAS,NEVADA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,385,4.9
253,CENSUS,2017,YEAR,COUNTY,ARKANSAS,UNION,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
255,CENSUS,2017,YEAR,COUNTY,ARKANSAS,ASHLEY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,638",4.9
257,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CHICOT,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,45,4.9
259,CENSUS,2017,YEAR,COUNTY,ARKANSAS,DESHA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
261,CENSUS,2017,YEAR,COUNTY,ARKANSAS,DREW,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
263,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LINCOLN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,872",4.9
265,CENSUS,2017,YEAR,COUNTY,ARKANSAS,HEMPSTEAD,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,821,4.9
267,CENSUS,2017,YEAR,COUNTY,ARKANSAS,HOWARD,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,174",4.9
269,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LITTLE RIVER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
271,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MILLER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
273,CENSUS,2017,YEAR,COUNTY,ARKANSAS,MONTGOMERY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,624,4.9
275,CENSUS,2017,YEAR,COUNTY,ARKANSAS,PIKE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
277,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SEVIER,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
279,CENSUS,2017,YEAR,COUNTY,ARKANSAS,CRAWFORD,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,508",4.9
281,CENSUS,2017,YEAR,COUNTY,ARKANSAS,FRANKLIN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,138",4.9
283,CENSUS,2017,YEAR,COUNTY,ARKANSAS,JOHNSON,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,422",4.9
285,CENSUS,2017,YEAR,COUNTY,ARKANSAS,LOGAN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,503",4.9
287,CENSUS,2017,YEAR,COUNTY,ARKANSAS,POLK,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,540",4.9
289,CENSUS,2017,YEAR,COUNTY,ARKANSAS,POPE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,717",4.9
291,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SCOTT,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
293,CENSUS,2017,YEAR,COUNTY,ARKANSAS,SEBASTIAN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,218",4.9
295,CENSUS,2017,YEAR,COUNTY,ARKANSAS,YELL,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,916",4.9
297,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,ALAMEDA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
299,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,CONTRA COSTA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"130,448",37.3
301,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,LAKE,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,906",37.3
303,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,MARIN,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,342",37.3
305,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,MONTEREY,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
307,CENSUS,2017,YEAR,COUNTY,CALIFORNIA,NAPA,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,073",37.3
